Symbol,EngName,ChtName,PrevClose,Exchange,Currency,LotSize
20034,GSEVERG@EC1512A,∙┌дj░к▓▒дндA┴╩в╧,0.92,SEHK,HKD,1000
20035,GS-SFCE@EC1612A,╢╢пр░к▓▒д╗дA┴╩в╧,0.029,SEHK,HKD,20000
20036,BISANDS@EP1509B,кўиFдд╗╚дндEкfв╨,0.56,SEHK,HKD,4000
20037,BI-GEG @EP1509A,╗╚кeдд╗╚дндEкfв╧,1.06,SEHK,HKD,10000
20038,SG-SHKP@EC1701A,╖sжaкk┐│дCд@┴╩в╧,0.044,SEHK,HKD,10000
20039,SG-HTSE@EC1510A,о№│qкk┐│дндQ┴╩в╧,0.025,SEHK,HKD,4000
20040,UBTENCT@EC1509B,─╦░T╖ч╗╚дндE┴╩в╨,0.031,SEHK,HKD,10000
20041,UBCITBK@EC1512A,лHжц╖ч╗╚дндA┴╩в╧,0.077,SEHK,HKD,1000
20043,JP-AIA @EC1511A,д═и╣╝п│qдне╥┴╩в╧,0.033,SEHK,HKD,2000
20044,JP-AIA @EP1509B,д═и╣╝п│qдндEкfв╨,0.305,SEHK,HKD,2000
20046,JPSHMAO@EC1509A,е@нZ╝п│qдндE┴╩в╧,0.01,SEHK,HKD,5000
20047,GSCLIFE@EC1510A,дд╣╪░к▓▒дндQ┴╩в╧,0.01,SEHK,HKD,10000
20048,GSPINAN@EC1509A,енжw░к▓▒дндE┴╩в╧,0.015,SEHK,HKD,5000
20049,GSPINAN@EC1509B,енжw░к▓▒дндE┴╩в╨,0.01,SEHK,HKD,5000
20050,BIHSCEI@EP1509A,дде°дд╗╚дндEкfв╧,0.4,SEHK,HKD,10000
20051,BIHSCEI@EC1512A,дде°дд╗╚дндA┴╩в╧,0.011,SEHK,HKD,10000
20052,BI-HSI @EP1509B,∙┌л№дд╗╚дндEкfв╨,0.45,SEHK,HKD,10000
20053,BI-HSI @EC1510A,∙┌л№дд╗╚дндQ┴╩в╧,0.036,SEHK,HKD,10000
20054,BI-AIA @EC1511A,д═и╣дд╗╚дне╥┴╩в╧,0.062,SEHK,HKD,2000
20056,GSCSA50@EC1509A,лnдд░к▓▒дндE┴╩в╧,0.03,SEHK,HKD,200
20057,GSCSA50@EC1509B,лnдд░к▓▒дндE┴╩в╨,0.034,SEHK,HKD,200
20058,GSCSA50@EC1604A,лnдд░к▓▒д╗е|┴╩в╧,0.031,SEHK,HKD,2000
20059,GSFTA50@EC1509B,в╧дд░к▓▒дндE┴╩в╨,0.011,SEHK,HKD,100
20060,GSFTA50@EC1509C,в╧дд░к▓▒дндE┴╩в╤,0.028,SEHK,HKD,100
20062,GSFTA50@EC1512B,в╧дд░к▓▒дндA┴╩в╨,0.012,SEHK,HKD,1000
20063,GSTENCT@EC1510B,─╦░T░к▓▒дндQ┴╩в╨,0.031,SEHK,HKD,10000
20064,CS-AIA @EP1509A,д═и╣╖члHдндEкfв╧,0.11,SEHK,HKD,2000
20065,SC-AIA @EC1511A,д═и╣┤эе┤дне╥┴╩в╧,0.024,SEHK,HKD,2000
20066,SC-AIA @EP1510A,д═и╣┤эе┤дндQкfв╧,0.425,SEHK,HKD,2000
20067,SC-BRIC@EC1512A,╡╪▒с┤эе┤дндA┴╩в╧,0.01,SEHK,HKD,2000
20068,UB-AIA @EC1512A,д═и╣╖ч╗╚дндA┴╩в╧,0.036,SEHK,HKD,2000
20069,UB-CKH @EC1509A,к°йM╖ч╗╚дндE┴╩в╧,0.095,SEHK,HKD,500
20070,UBPINAN@EP1509A,енжw╖ч╗╚дндEкfв╧,1.01,SEHK,HKD,5000
20071,UBCINDA@EC1509A,лH╣F╖ч╗╚дндE┴╩в╧,0.013,SEHK,HKD,1000
20072,JP-CKH @EP1509A,к°йM╝п│qдндEкfв╧,0.039,SEHK,HKD,5000
20074,GS-GEG @EC1509A,╗╚кe░к▓▒дндE┴╩в╧,0.01,SEHK,HKD,10000
20075,GSPETCH@EC1509A,ддкo░к▓▒дндE┴╩в╧,0.01,SEHK,HKD,2000
20076,GSCNOOC@EC1509B,о№кo░к▓▒дндE┴╩в╨,0.023,SEHK,HKD,1000
20077,GS-NCI @EC1512A,╖sлO░к▓▒дндA┴╩в╧,0.023,SEHK,HKD,1000
20078,GSSANDS@EC1509A,кўиF░к▓▒дндE┴╩в╧,0.01,SEHK,HKD,4000
20080,GS-HSBC@EP1509D,╢╫┬╫░к▓▒дндEкfв╥,0.37,SEHK,HKD,4000
20081,GS-GEG @EP1509B,╗╚кe░к▓▒дндEкfв╨,1,SEHK,HKD,10000
20082,GS-AIA @EP1510A,д═и╣░к▓▒дндQкfв╧,0.345,SEHK,HKD,2000
20083,GSSANDS@EP1510A,кўиF░к▓▒дндQкfв╧,0.56,SEHK,HKD,4000
20084,SC-HSBC@EC1511B,╢╫┬╫┤эе┤дне╥┴╩в╨,0.026,SEHK,HKD,4000
20085,SC-GEG @EP1511C,╗╚кe┤эе┤дне╥кfв╤,0.94,SEHK,HKD,10000
20086,SC-COVS@EC1510A,ддо№┤эе┤дндQ┴╩в╧,0.02,SEHK,HKD,20000
20087,MB-HTFP@EC1512A,║~пр│┴╗╚дндA┴╩в╧,0.95,SEHK,HKD,2000
20088,UB-HKEX@EC1606B,┤фец╖ч╗╚д╗д╗┴╩в╨,0.246,SEHK,HKD,10000
20089,UB-GCL @EC1512A,лOиє╖ч╗╚дндA┴╩в╧,0.024,SEHK,HKD,1000
20090,UB-AIA @EP1509A,д═и╣╖ч╗╚дндEкfв╧,0.405,SEHK,HKD,2000
20092,CS-AIA @EC1509B,д═и╣╖члHдндE┴╩в╨,0.01,SEHK,HKD,2000
20093,MBAMCS3@EC1510A,оLдT│┴╗╚дндQ┴╩в╧,0.425,SEHK,HKD,2000
20094,MB-CUNI@EC1512A,дд┴p│┴╗╚дндA┴╩в╧,0.065,SEHK,HKD,2000
20095,BP-AIA @EC1608A,д═и╣кkд┌д╗дK┴╩в╧,0.082,SEHK,HKD,2000
20096,BP-AIA @EP1603A,д═и╣кkд┌д╗дTкfв╧,0.29,SEHK,HKD,2000
20097,BP-HKEX@EP1606A,┤фецкkд┌д╗д╗кfв╧,0.232,SEHK,HKD,1000
20098,BP-BRIC@EC1608A,╡╪▒скkд┌д╗дK┴╩в╧,0.054,SEHK,HKD,2000
20100,JPFTA50@EC1509B,в╧дд╝п│qдндE┴╩в╨,0.01,SEHK,HKD,100
20101,SCHSCEI@EC1510A,дде°┤эе┤дндQ┴╩в╧,0.011,SEHK,HKD,10000
20102,SC-HSI @EC1509C,∙┌л№┤эе┤дндE┴╩в╤,0.01,SEHK,HKD,10000
20103,SC-HSI @EP1508C,∙┌л№┤эе┤дндKкfв╤,0.315,SEHK,HKD,10000
20105,HSSANDS@EC1509A,кўиF╢╫┬╫дндE┴╩в╧,0.016,SEHK,HKD,4000
20106,HS-AIA @EC1509B,д═и╣╢╫┬╫дндE┴╩в╨,0.016,SEHK,HKD,2000
20107,HS-AIA @EP1509C,д═и╣╢╫┬╫дндEкfв╤,0.485,SEHK,HKD,2000
20109,HS-FIH @EC1509B,┤I▒d╢╫┬╫дндE┴╩в╨,0.042,SEHK,HKD,1000
20110,HS-CCB @EC1509A,л╪жц╢╫┬╫дндE┴╩в╧,0.029,SEHK,HKD,1000
20116,BICP&CC@EC1510A,ддд╞дд╗╚дндQ┴╩в╧,0.011,SEHK,HKD,2000
20117,SGSANDS@EC1509A,кўиFкk┐│дндE┴╩в╧,0.01,SEHK,HKD,4000
20118,UBEVERG@EC1512A,∙┌дj╖ч╗╚дндA┴╩в╧,0.91,SEHK,HKD,1000
20119,UB-BYD @EC1509A,дён}╖ч╗╚дндE┴╩в╧,0.01,SEHK,HKD,5000
20122,UBHSCEI@EC1509D,дде°╖ч╗╚дндE┴╩в╥,0.014,SEHK,HKD,10000
20123,UB-HSI @EC1509C,∙┌л№╖ч╗╚дндE┴╩в╤,0.013,SEHK,HKD,10000
20124,UB-AIA @EP1510A,д═и╣╖ч╗╚дндQкfв╧,0.285,SEHK,HKD,2000
20127,CSPINAN@EC1508A,енжw╖члHдндK┴╩в╧,0.01,SEHK,HKD,5000
20129,CS-GCL @EC1509A,лOиє╖члHдндE┴╩в╧,0.01,SEHK,HKD,1000
20130,MB-CCB @EC1510A,л╪жц│┴╗╚дндQ┴╩в╧,0.01,SEHK,HKD,1000
20131,GSCP&CC@EC1509A,ддд╞░к▓▒дндE┴╩в╧,0.019,SEHK,HKD,2000
20133,MBKINGD@EC1510A,кў╜║│┴╗╚дндQ┴╩в╧,0.6,SEHK,HKD,2000
20134,MB-CRCH@EC1511A,╡╪кd│┴╗╚дне╥┴╩в╧,0.065,SEHK,HKD,2000
20135,CSTENCT@EC1610A,─╦░T╖члHд╗дQ┴╩в╧,0.116,SEHK,HKD,10000
20137,CSTENCT@EC1509D,─╦░T╖члHдндE┴╩в╥,0.015,SEHK,HKD,1000
20138,MB-HSBC@EC1601A,╢╫┬╫│┴╗╚д╗д@┴╩в╧,0.033,SEHK,HKD,4000
20139,SCALUCO@EC1511A,дд╛T┤эе┤дне╥┴╩в╧,0.018,SEHK,HKD,2000
20140,JP-HSI @EP1508B,∙┌л№╝п│qдндKкfв╨,0.315,SEHK,HKD,10000
20141,SC-HTFP@EC1602A,║~пр┤эе┤д╗дG┴╩в╧,0.25,SEHK,HKD,20000
20143,BI-HSBC@EC1509C,╢╫┬╫дд╗╚дндE┴╩в╤,0.01,SEHK,HKD,4000
20145,BIPINAN@EC1509A,енжwдд╗╚дндE┴╩в╧,0.017,SEHK,HKD,5000
20146,BISANDS@EC1509C,кўиFдд╗╚дндE┴╩в╤,0.02,SEHK,HKD,4000
20147,BI-GEG @EC1509B,╗╚кeдд╗╚дндE┴╩в╨,0.013,SEHK,HKD,10000
20148,UBFTA50@EC1511B,в╧дд╖ч╗╚дне╥┴╩в╨,0.02,SEHK,HKD,1000
20150,MB-ACMT@EC1510A,о№┴││┴╗╚дндQ┴╩в╧,0.019,SEHK,HKD,5000
20151,MBCP&CC@EC1511A,ддд╞│┴╗╚дне╥┴╩в╧,0.041,SEHK,HKD,2000
20152,SG-AIA @EP1510A,д═и╣кk┐│дндQкfв╧,0.29,SEHK,HKD,2000
20153,JPCITBK@EC1509A,лHжц╝п│qдндE┴╩в╧,0.015,SEHK,HKD,1000
20158,UB-HSBC@EC1511B,╢╫┬╫╖ч╗╚дне╥┴╩в╨,0.107,SEHK,HKD,4000
20160,MBSANDS@EC1510B,кўиF│┴╗╚дндQ┴╩в╨,0.01,SEHK,HKD,4000
20161,MB-GEG @EC1510B,╗╚кe│┴╗╚дндQ┴╩в╨,0.011,SEHK,HKD,10000
20162,SCCLIFE@EC1509C,дд╣╪┤эе┤дндE┴╩в╤,0.011,SEHK,HKD,10000
20163,SG-GEG @EC1509A,╗╚кeкk┐│дндE┴╩в╧,0.01,SEHK,HKD,10000
20164,SG-GEG @EP1510A,╗╚кeкk┐│дндQкfв╧,0.78,SEHK,HKD,10000
20167,SG-MGMC@EC1512A,м№░ккk┐│дндA┴╩в╧,0.046,SEHK,HKD,4000
20168,SGPINAN@EC1509C,енжwкk┐│дндE┴╩в╤,0.01,SEHK,HKD,5000
20170,SGCNOOC@EC1509A,о№кoкk┐│дндE┴╩в╧,0.01,SEHK,HKD,1000
20171,MB-SFCE@EC1705A,╢╢пр│┴╗╚дCдн┴╩в╧,0.036,SEHK,HKD,20000
20173,EA-GEG @EP1510A,╗╚кeкFи╚дндQкfв╧,0.54,SEHK,HKD,10000
20176,UB-SFCE@EC1612A,╢╢пр╖ч╗╚д╗дA┴╩в╧,0.024,SEHK,HKD,20000
20178,JPSANDS@EC1509B,кўиF╝п│qдндE┴╩в╨,0.01,SEHK,HKD,4000
20179,JPBOCOM@EC1510B,ец╗╚╝п│qдндQ┴╩в╨,0.039,SEHK,HKD,1000
20180,JPSANDS@EP1510A,кўиF╝п│qдндQкfв╧,0.31,SEHK,HKD,4000
20181,GSTENCT@EC1602A,─╦░T░к▓▒д╗дG┴╩в╧,0.142,SEHK,HKD,10000
20182,GSPINAN@EC1509C,енжw░к▓▒дндE┴╩в╤,0.05,SEHK,HKD,5000
20183,HSHSCEI@EP1509D,дде°╢╫┬╫дндEкfв╥,0.39,SEHK,HKD,10000
20185,HSHSCEI@EC1512A,дде°╢╫┬╫дндA┴╩в╧,0.017,SEHK,HKD,10000
20186,HS-GEG @EC1509A,╗╚кe╢╫┬╫дндE┴╩в╧,0.01,SEHK,HKD,10000
20187,HS-GEG @EC1509B,╗╚кe╢╫┬╫дндE┴╩в╨,0.018,SEHK,HKD,10000
20188,HSSANDS@EC1509B,кўиF╢╫┬╫дндE┴╩в╨,0.013,SEHK,HKD,4000
20189,HS-MGMC@EC1612A,м№░к╢╫┬╫д╗дA┴╩в╧,0.144,SEHK,HKD,4000
20191,HS-GCL @EC1509B,лOиє╢╫┬╫дндE┴╩в╨,0.016,SEHK,HKD,1000
20193,SGCITBK@EC1511A,лHжцкk┐│дне╥┴╩в╧,0.035,SEHK,HKD,1000
20194,SG-AIA @EC1510B,д═и╣кk┐│дндQ┴╩в╨,0.011,SEHK,HKD,2000
20195,UB-GEG @EC1509A,╗╚кe╖ч╗╚дндE┴╩в╧,0.017,SEHK,HKD,10000
20196,UBSANDS@EC1509B,кўиF╖ч╗╚дндE┴╩в╨,0.032,SEHK,HKD,4000
20197,JP-HSBC@EC1510B,╢╫┬╫╝п│qдндQ┴╩в╨,0.099,SEHK,HKD,4000
20198,JPSANDS@EC1510B,кўиF╝п│qдндQ┴╩в╨,0.01,SEHK,HKD,4000
20199,JP-GEG @EC1510A,╗╚кe╝п│qдндQ┴╩в╧,0.01,SEHK,HKD,10000
20200,JP-GEG @EP1510B,╗╚кe╝п│qдндQкfв╨,0.58,SEHK,HKD,10000
20201,JP-SFCE@EC1612A,╢╢пр╝п│qд╗дA┴╩в╧,0.028,SEHK,HKD,20000
20202,UB-HSI @EC1512D,∙┌л№╖ч╗╚дндA┴╩в╥,0.066,SEHK,HKD,10000
20203,UB-HSBC@EP1512A,╢╫┬╫╖ч╗╚дндAкfв╧,0.218,SEHK,HKD,4000
20204,SG-CCB @EC1510A,л╪жцкk┐│дндQ┴╩в╧,0.03,SEHK,HKD,1000
20205,SGCSHEN@EC1606A,пл╡╪кk┐│д╗д╗┴╩в╧,0.064,SEHK,HKD,5000
20206,SG-GEG @EC1511A,╗╚кeкk┐│дне╥┴╩в╧,0.018,SEHK,HKD,10000
20207,SG-HSBC@EC1511B,╢╫┬╫кk┐│дне╥┴╩в╨,0.04,SEHK,HKD,4000
20208,SGSANDS@EP1510B,кўиFкk┐│дндQкfв╨,0.38,SEHK,HKD,4000
20210,BPANTAS@EC1610A,жw╜ёкkд┌д╗дQ┴╩в╧,0.37,SEHK,HKD,10000
20211,BPCOSCO@EC1708A,дд╗╖кkд┌дCдK┴╩в╧,0.176,SEHK,HKD,2000
20212,BP-TTI @EC1601A,│╨мькkд┌д╗д@┴╩в╧,0.172,SEHK,HKD,5000
20213,BPPETCH@EC1511A,ддкoкkд┌дне╥┴╩в╧,0.021,SEHK,HKD,2000
20214,BP-HKEX@EC1607A,┤фецкkд┌д╗дC┴╩в╧,0.197,SEHK,HKD,10000
20215,BP-HLP @EC1612A,∙┌▓гкkд┌д╗дA┴╩в╧,0.069,SEHK,HKD,10000
20216,BP-GEG @EC1509A,╗╚кeкkд┌дндE┴╩в╧,0.01,SEHK,HKD,10000
20217,BP-HSBC@EC1511B,╢╫┬╫кkд┌дне╥┴╩в╨,0.082,SEHK,HKD,4000
20219,JP-HSI @EC1509C,∙┌л№╝п│qдндE┴╩в╤,0.022,SEHK,HKD,10000
20220,JP-HSI @EC1510B,∙┌л№╝п│qдндQ┴╩в╨,0.018,SEHK,HKD,10000
20221,MB-HTFP@EC1702A,║~пр│┴╗╚дCдG┴╩в╧,0.232,SEHK,HKD,20000
20222,MBPETCH@EC1512A,ддкo│┴╗╚дндA┴╩в╧,0.02,SEHK,HKD,2000
20223,SCSANDS@EC1509C,кўиF┤эе┤дндE┴╩в╤,0.066,SEHK,HKD,4000
20224,SC-MGMC@EC1602A,м№░к┤эе┤д╗дG┴╩в╧,0.059,SEHK,HKD,4000
20225,CSSANDS@EC1509A,кўиF╖члHдндE┴╩в╧,0.02,SEHK,HKD,4000
20226,CS-GEG @EC1509A,╗╚кe╖члHдндE┴╩в╧,0.01,SEHK,HKD,10000
20227,SC-HSBC@EC1511C,╢╫┬╫┤эе┤дне╥┴╩в╤,0.078,SEHK,HKD,4000
20228,SC-AGBK@EC1509A,╣Aжц┤эе┤дндE┴╩в╧,0.012,SEHK,HKD,1000
20229,JPHLAND@EC1511A,∙┌жa╝п│qдне╥┴╩в╧,0.111,SEHK,HKD,10000
20230,JP-SYSL@EC1510A,┐│╢з╝п│qдндQ┴╩в╧,0.01,SEHK,HKD,10000
20232,JP-MGMC@EC1607A,м№░к╝п│qд╗дC┴╩в╧,0.108,SEHK,HKD,4000
20233,GSCLIFE@EC1509C,дд╣╪░к▓▒дндE┴╩в╤,0.028,SEHK,HKD,10000
20235,GSSANDS@EC1509B,кўиF░к▓▒дндE┴╩в╨,0.023,SEHK,HKD,4000
20236,GS-NCI @EC1509A,╖sлO░к▓▒дндE┴╩в╧,0.021,SEHK,HKD,1000
20237,GSCITBK@EC1509A,лHжц░к▓▒дндE┴╩в╧,0.05,SEHK,HKD,1000
20238,GS-CMOB@EC1509A,дд▓╛░к▓▒дндE┴╩в╧,0.038,SEHK,HKD,5000
20239,GS-CCB @EC1509A,л╪жц░к▓▒дндE┴╩в╧,0.02,SEHK,HKD,1000
20240,CSHSCEI@EP1509A,дде°╖члHдндEкfв╧,0.365,SEHK,HKD,10000
20242,CSHSCEI@EC1512A,дде°╖члHдндA┴╩в╧,0.01,SEHK,HKD,10000
20243,CSHSCEI@EC1510A,дде°╖члHдндQ┴╩в╧,0.01,SEHK,HKD,10000
20244,CSHSCEI@EC1509B,дде°╖члHдндE┴╩в╨,0.015,SEHK,HKD,10000
20245,CS-HSBC@EC1511B,╢╫┬╫╖члHдне╥┴╩в╨,0.078,SEHK,HKD,4000
20246,UB-AGBK@EC1509B,╣Aжц╖ч╗╚дндE┴╩в╨,0.016,SEHK,HKD,1000
20248,BPWANWA@EC1808A,йЇйЇкkд┌дKдK┴╩в╧,0.079,SEHK,HKD,1000
20249,BP-GWMC@EC1512A,к°иTкkд┌дндA┴╩в╧,0.019,SEHK,HKD,5000
20250,BP-SHEC@EC1510A,дW╣qкkд┌дндQ┴╩в╧,0.016,SEHK,HKD,2000
20251,BPHLAND@EC1602A,∙┌жaкkд┌д╗дG┴╩в╧,0.107,SEHK,HKD,1000
20252,BP-NCI @EC1512A,╖sлOкkд┌дндA┴╩в╧,0.019,SEHK,HKD,1000
20253,UB-COVS@EC1512A,ддо№╖ч╗╚дндA┴╩в╧,0.109,SEHK,HKD,20000
20254,JP-CCB @EC1511A,л╪жц╝п│qдне╥┴╩в╧,0.019,SEHK,HKD,1000
20255,JP-BOCL@EC1601A,дджц╝п│qд╗д@┴╩в╧,0.026,SEHK,HKD,1000
20257,GS-HSI @EC1510A,∙┌л№░к▓▒дндQ┴╩в╧,0.01,SEHK,HKD,10000
20258,GS-HSI @EC1509B,∙┌л№░к▓▒дндE┴╩в╨,0.01,SEHK,HKD,10000
20259,SG-HSBC@EC1510B,╢╫┬╫кk┐│дндQ┴╩в╨,0.069,SEHK,HKD,4000
20260,SG-ICBC@EC1511A,дuжцкk┐│дне╥┴╩в╧,0.047,SEHK,HKD,1000
20261,MB-AIA @EC1510A,д═и╣│┴╗╚дндQ┴╩в╧,0.01,SEHK,HKD,2000
20262,UBPINAN@EC1509B,енжw╖ч╗╚дндE┴╩в╨,0.03,SEHK,HKD,5000
20263,UBCITIC@EC1511A,ддлH╖ч╗╚дне╥┴╩в╧,0.74,SEHK,HKD,1000
20264,CS-AIA @EC1508A,д═и╣╖члHдндK┴╩в╧,0.01,SEHK,HKD,2000
20265,CS-CCB @EC1509A,л╪жц╖члHдндE┴╩в╧,0.016,SEHK,HKD,1000
20266,CSCITSE@EC1509A,дд╡¤╖члHдндE┴╩в╧,0.02,SEHK,HKD,5000
20268,CSCSHEN@EC1510A,пл╡╪╖члHдндQ┴╩в╧,0.01,SEHK,HKD,5000
20269,CS-BYD @EC1509A,дён}╖члHдндE┴╩в╧,0.021,SEHK,HKD,5000
20270,JPCSCIH@EC1608A,ддл╪╝п│qд╗дK┴╩в╧,0.142,SEHK,HKD,20000
20271,JPTENCT@EP1603A,─╦░T╝п│qд╗дTкfв╧,0.249,SEHK,HKD,10000
20272,JP-AIA @EC1510A,д═и╣╝п│qдндQ┴╩в╧,0.01,SEHK,HKD,2000
20273,HS-CMOB@EC1612C,дд▓╛╢╫┬╫д╗дA┴╩в╤,0.072,SEHK,HKD,5000
20274,HSPETCH@EC1509B,ддкo╢╫┬╫дндE┴╩в╨,0.01,SEHK,HKD,2000
20275,HS-ICBC@EC1509A,дuжц╢╫┬╫дндE┴╩в╧,0.012,SEHK,HKD,1000
20276,CS-COSL@EC1603A,о№е╨╖члHд╗дT┴╩в╧,0.075,SEHK,HKD,20000
20278,MB-COSL@EC1603A,о№е╨│┴╗╚д╗дT┴╩в╧,0.075,SEHK,HKD,20000
20280,GS-GEG @EC1509C,╗╚кe░к▓▒дндE┴╩в╤,0.01,SEHK,HKD,10000
20281,GS-KECL@EC1509B,й°пр░к▓▒дндE┴╩в╨,0.043,SEHK,HKD,2000
20282,GS-CTRA@EC1512B,ддо╚░к▓▒дндA┴╩в╨,0.5,SEHK,HKD,2000
20283,GSCNOOC@EC1612A,о№кo░к▓▒д╗дA┴╩в╧,0.058,SEHK,HKD,10000
20284,SGCSA50@EC1604B,лnддкk┐│д╗е|┴╩в╨,0.022,SEHK,HKD,2000
20285,SGFTA50@EC1606B,в╧ддкk┐│д╗д╗┴╩в╨,0.026,SEHK,HKD,1000
20286,CSPETCH@EC1510A,ддкo╖члHдндQ┴╩в╧,0.03,SEHK,HKD,2000
20287,CSCITIC@EC1510A,ддлH╖члHдндQ┴╩в╧,0.275,SEHK,HKD,1000
20288,CS-CNBM@EC1510B,░ъзў╖члHдндQ┴╩в╨,0.03,SEHK,HKD,2000
20289,CS-COVS@EC1511A,ддо№╖члHдне╥┴╩в╧,0.095,SEHK,HKD,20000
20290,JPSANDS@EC1510C,кўиF╝п│qдндQ┴╩в╤,0.046,SEHK,HKD,4000
20291,JP-WYNN@EC1603A,е├зQ╝п│qд╗дT┴╩в╧,0.098,SEHK,HKD,4000
20292,GSPINAN@EC1612B,енжw░к▓▒д╗дA┴╩в╨,0.062,SEHK,HKD,50000
20293,GSAMCS3@EC1510A,оLдT░к▓▒дндQ┴╩в╧,0.02,SEHK,HKD,2000
20294,HSPINAN@EC1509A,енжw╢╫┬╫дндE┴╩в╧,0.021,SEHK,HKD,5000
20295,HSCINDA@EC1509A,лH╣F╢╫┬╫дндE┴╩в╧,0.042,SEHK,HKD,1000
20296,HSCCCCL@EC1603A,ддец╢╫┬╫д╗дT┴╩в╧,0.093,SEHK,HKD,10000
20297,JP-GR&F@EC1612A,┤IдO╝п│qд╗дA┴╩в╧,0.151,SEHK,HKD,4000
20298,CSCINDA@EC1508A,лH╣F╖члHдндK┴╩в╧,0.017,SEHK,HKD,1000
20299,CS-CUNI@EC1508A,дд┴p╖члHдндK┴╩в╧,0.015,SEHK,HKD,2000
20301,CSGEELY@EC1508A,жNзQ╖члHдндK┴╩в╧,0.017,SEHK,HKD,5000
20302,CS-CSCL@EC1510A,дд╢░╖члHдндQ┴╩в╧,0.7,SEHK,HKD,1000
20304,CS-KECL@EC1509A,й°пр╖члHдндE┴╩в╧,0.05,SEHK,HKD,2000
20305,CS-L&F @EC1509A,зQ┬╫╖члHдндE┴╩в╧,0.01,SEHK,HKD,2000
20306,UB-WYNN@EC1602A,е├зQ╖ч╗╚д╗дG┴╩в╧,0.074,SEHK,HKD,4000
20308,UBSANDS@EP1509C,кўиF╖ч╗╚дндEкfв╤,0.255,SEHK,HKD,4000
20309,UB-GEG @EP1509B,╗╚кe╖ч╗╚дндEкfв╨,0.75,SEHK,HKD,10000
20311,UB-HSI @EC1509D,∙┌л№╖ч╗╚дндE┴╩в╥,0.01,SEHK,HKD,10000
20312,UBFOSUN@EC1607A,┤_мP╖ч╗╚д╗дC┴╩в╧,0.182,SEHK,HKD,5000
20313,JPAMCS3@EC1510A,оLдT╝п│qдндQ┴╩в╧,0.01,SEHK,HKD,2000
20314,JPAMCS3@EP1510B,оLдT╝п│qдндQкfв╨,0.96,SEHK,HKD,2000
20315,CS-HSBC@EC1509A,╢╫┬╫╖члHдндE┴╩в╧,0.01,SEHK,HKD,4000
20316,GS-HSI @EC1509C,∙┌л№░к▓▒дндE┴╩в╤,0.014,SEHK,HKD,10000
20317,GS-HSI @EP1509D,∙┌л№░к▓▒дндEкfв╥,0.365,SEHK,HKD,10000
20318,HSCSHEN@EC1510A,пл╡╪╢╫┬╫дндQ┴╩в╧,0.015,SEHK,HKD,5000
20319,HSCRAIL@EC1712A,дд┼K╢╫┬╫дCдA┴╩в╧,0.232,SEHK,HKD,10000
20320,HS-CRCC@EC1604A,┼Kл╪╢╫┬╫д╗е|┴╩в╧,0.128,SEHK,HKD,5000
20321,HSAMCS3@EC1509C,оLдT╢╫┬╫дндE┴╩в╤,0.013,SEHK,HKD,2000
20322,HSALUCO@EC1509B,дд╛T╢╫┬╫дндE┴╩в╨,0.01,SEHK,HKD,2000
20323,CS-HSI @EC1509B,∙┌л№╖члHдндE┴╩в╨,0.02,SEHK,HKD,10000
20324,CS-HSI @EC1510A,∙┌л№╖члHдндQ┴╩в╧,0.011,SEHK,HKD,10000
20325,CS-HSI @EP1508B,∙┌л№╖члHдндKкfв╨,0.36,SEHK,HKD,10000
20328,CS-HSBC@EP1509B,╢╫┬╫╖члHдндEкfв╨,0.236,SEHK,HKD,4000
20329,MBTENCT@EC1510A,─╦░T│┴╗╚дндQ┴╩в╧,0.112,SEHK,HKD,1000
20330,MBTENCT@EC1510B,─╦░T│┴╗╚дндQ┴╩в╨,0.85,SEHK,HKD,1000
20331,MBTENCT@EC1510C,─╦░T│┴╗╚дндQ┴╩в╤,0.029,SEHK,HKD,1000
20332,MBTENCT@EP1510D,─╦░T│┴╗╚дндQкfв╥,0.45,SEHK,HKD,1000
20333,MBTENCT@EC1510E,─╦░T│┴╗╚дндQ┴╩в╙,0.01,SEHK,HKD,1000
20334,CSPINAN@EP1509A,енжw╖члHдндEкfв╧,0.99,SEHK,HKD,5000
20335,CSSTANC@EP1604A,┤эе┤╖члHд╗е|кfв╧,0.33,SEHK,HKD,5000
20337,CSAMCS3@EC1509A,оLдT╖члHдндE┴╩в╧,0.026,SEHK,HKD,2000
20338,SGCSA50@EC1510B,лnддкk┐│дндQ┴╩в╨,0.022,SEHK,HKD,200
20339,SGFTA50@EC1510C,в╧ддкk┐│дндQ┴╩в╤,0.02,SEHK,HKD,100
20340,JPTENCT@EP1607A,─╦░T╝п│qд╗дCкfв╧,0.255,SEHK,HKD,10000
20341,JPTENCT@EP1612B,─╦░T╝п│qд╗дAкfв╨,0.26,SEHK,HKD,10000
20342,SG-COVS@EC1512A,ддо№кk┐│дндA┴╩в╧,0.151,SEHK,HKD,2000
20343,SGTENCT@EP1604A,─╦░Tкk┐│д╗е|кfв╧,0.265,SEHK,HKD,10000
20344,SGSANDS@EC1510C,кўиFкk┐│дндQ┴╩в╤,0.028,SEHK,HKD,4000
20346,EACLIFE@EC1509B,дд╣╪кFи╚дндE┴╩в╨,0.019,SEHK,HKD,10000
20348,EALENOV@EP1612A,┴p╖QкFи╚д╗дAкfв╧,0.44,SEHK,HKD,20000
