Symbol,EngName,ChtName,PrevClose,Exchange,Currency,LotSize
17744,UBAVICN@EC1511A,ддмь╖ч╗╚дне╥┴╩в╧,0.115,SEHK,HKD,1000
17745,JP-CRL @EC1512A,╡╪жa╝п│qдндA┴╩в╧,0.101,SEHK,HKD,20000
17747,HS-HTSE@EC1509A,о№│q╢╫┬╫дндE┴╩в╧,0.02,SEHK,HKD,4000
17751,HS-BOCL@EC1511A,дджц╢╫┬╫дне╥┴╩в╧,0.062,SEHK,HKD,1000
17755,EACCCCL@EC1612A,ддецкFи╚д╗дA┴╩в╧,0.345,SEHK,HKD,10000
17759,SC-HTSE@EC1512B,о№│q┤эе┤дндA┴╩в╨,0.029,SEHK,HKD,4000
17760,DC-PICC@EC1512A,дд└IдjйMдндA┴╩в╧,0.305,SEHK,HKD,20000
17766,MBJIANC@EC1604A,ж┐╗╔│┴╗╚д╗е|┴╩в╧,0.042,SEHK,HKD,1000
17767,UB-YZCM@EC1511A,л^╖╤╖ч╗╚дне╥┴╩в╧,0.017,SEHK,HKD,2000
17772,CS-AGBK@EC1512A,╣Aжц╖члHдндA┴╩в╧,0.029,SEHK,HKD,1000
17774,CS-BYD @EC1612A,дён}╖члHд╗дA┴╩в╧,0.05,SEHK,HKD,5000
17775,UB-SZIH@EC1603A,▓`░ъ╖ч╗╚д╗дT┴╩в╧,0.069,SEHK,HKD,5000
17776,JP-CMOB@EC1704A,дд▓╛╝п│qдCе|┴╩в╧,0.173,SEHK,HKD,50000
17777,JP-CMOB@EC1612A,дд▓╛╝п│qд╗дA┴╩в╧,0.134,SEHK,HKD,50000
17779,JPCITSE@EC1509A,дд╡¤╝п│qдндE┴╩в╧,0.01,SEHK,HKD,5000
17781,UB-HSBC@EC1511A,╢╫┬╫╖ч╗╚дне╥┴╩в╧,0.015,SEHK,HKD,4000
17782,JP-HTSE@EC1512B,о№│q╝п│qдндA┴╩в╨,0.032,SEHK,HKD,4000
17784,EA-YZCM@EC1509A,л^╖╤кFи╚дндE┴╩в╧,0.01,SEHK,HKD,2000
17785,SGAMCS3@EC1509A,оLдTкk┐│дндE┴╩в╧,0.077,SEHK,HKD,2000
17786,JPCLIFE@EP1512B,дд╣╪╝п│qдндAкfв╨,0.205,SEHK,HKD,10000
17788,UBCLIFE@EP1510A,дд╣╪╖ч╗╚дндQкfв╧,0.131,SEHK,HKD,10000
17791,UB-CEIL@EC1606A,е·╗┌╖ч╗╚д╗д╗┴╩в╧,0.023,SEHK,HKD,10000
17792,CSCLIFE@EP1509B,дд╣╪╖члHдндEкfв╨,0.097,SEHK,HKD,10000
17793,SCCNOOC@EC1605A,о№кo┤эе┤д╗дн┴╩в╧,0.016,SEHK,HKD,10000
17794,SC-CMB @EC1609A,й█жц┤эе┤д╗дE┴╩в╧,0.57,SEHK,HKD,5000
17797,SGCLIFE@EC1606A,дд╣╪кk┐│д╗д╗┴╩в╧,0.208,SEHK,HKD,10000
17801,UBCLIFE@EC1510B,дд╣╪╖ч╗╚дндQ┴╩в╨,0.038,SEHK,HKD,10000
17804,CSCLIFE@EC1509C,дд╣╪╖члHдндE┴╩в╤,0.019,SEHK,HKD,10000
17805,CS-KECL@EC1612A,й°пр╖члHд╗дA┴╩в╧,0.03,SEHK,HKD,20000
17808,JPCLIFE@EC1601A,дд╣╪╝п│qд╗д@┴╩в╧,0.11,SEHK,HKD,10000
17809,JP-AIA @EC1509A,д═и╣╝п│qдндE┴╩в╧,0.01,SEHK,HKD,2000
17811,BI-AGBK@EC1508A,╣Aжцдд╗╚дндK┴╩в╧,0.02,SEHK,HKD,1000
17813,BICLIFE@EP1510A,дд╣╪дд╗╚дндQкfв╧,0.191,SEHK,HKD,10000
17816,HSCLIFE@EP1512B,дд╣╪╢╫┬╫дндAкfв╨,0.178,SEHK,HKD,10000
17817,HS-CMB @EC1609A,й█жц╢╫┬╫д╗дE┴╩в╧,0.247,SEHK,HKD,5000
17819,HSCLIFE@EP1509C,дд╣╪╢╫┬╫дндEкfв╤,0.181,SEHK,HKD,10000
17824,HSCLIFE@EC1508A,дд╣╪╢╫┬╫дндK┴╩в╧,0.01,SEHK,HKD,10000
17829,SCCLIFE@EP1509B,дд╣╪┤эе┤дндEкfв╨,0.105,SEHK,HKD,10000
17834,SCFTA50@EC1809A,в╧дд┤эе┤дKдE┴╩в╧,0.187,SEHK,HKD,1000
17836,SGCLIFE@EC1509A,дд╣╪кk┐│дндE┴╩в╧,0.02,SEHK,HKD,10000
17837,SG-HKEX@EP1607A,┤фецкk┐│д╗дCкfв╧,0,SEHK,HKD,10000
17839,SGPICCG@EC1509A,дHлOкk┐│дндE┴╩в╧,0.01,SEHK,HKD,1000
17844,UBCLIFE@EC1601A,дд╣╪╖ч╗╚д╗д@┴╩в╧,0.098,SEHK,HKD,10000
17845,CSFTA50@EC1809A,в╧дд╖члHдKдE┴╩в╧,0.156,SEHK,HKD,1000
17849,CS-ICBC@EC1508A,дuжц╖члHдндK┴╩в╧,0.022,SEHK,HKD,1000
17853,CS-HTSE@EC1510A,о№│q╖члHдндQ┴╩в╧,0.024,SEHK,HKD,4000
17856,SCCLIFE@EC1512C,дд╣╪┤эе┤дндA┴╩в╤,0.061,SEHK,HKD,10000
17857,JPHSCEI@EP1508A,дде°╝п│qдндKкfв╧,0.157,SEHK,HKD,10000
17858,JPCLIFE@EC1510B,дд╣╪╝п│qдндQ┴╩в╨,0.016,SEHK,HKD,10000
17861,JPHSCEI@EC1508B,дде°╝п│qдндK┴╩в╨,0.01,SEHK,HKD,10000
17869,JPCNOOC@EC1605A,о№кo╝п│qд╗дн┴╩в╧,0.015,SEHK,HKD,10000
17870,JPCNOOC@EC1609A,о№кo╝п│qд╗дE┴╩в╧,0.031,SEHK,HKD,10000
17871,UBCNOOC@EC1602A,о№кo╖ч╗╚д╗дG┴╩в╧,0.023,SEHK,HKD,10000
17878,NMFTA50@EP1608A,в╧дд│ез°д╗дKкfв╧,0.159,SEHK,HKD,1000
17881,BP-BYD @EC1701A,дён}кkд┌дCд@┴╩в╧,0.059,SEHK,HKD,5000
17882,BPPINAN@EC1511A,енжwкkд┌дне╥┴╩в╧,0.19,SEHK,HKD,5000
17883,BPCLIFE@EC1604A,дд╣╪кkд┌д╗е|┴╩в╧,0.104,SEHK,HKD,1000
17887,CS-BOCL@EC1508A,дджц╖члHдндK┴╩в╧,0.073,SEHK,HKD,1000
17890,DC-CMB @EC1512A,й█жцдjйMдндA┴╩в╧,0.246,SEHK,HKD,5000
17892,DC-BOCL@EC1510A,дджцдjйMдндQ┴╩в╧,0.012,SEHK,HKD,1000
17895,JPCSA50@EP1610A,лnдд╝п│qд╗дQкfв╧,0.217,SEHK,HKD,2000
17896,JP-CCB @EC1509A,л╪жц╝п│qдндE┴╩в╧,0.017,SEHK,HKD,1000
17900,JP-BOCL@EC1510A,дджц╝п│qдндQ┴╩в╧,0.012,SEHK,HKD,1000
17910,JP-COSL@EC1512A,о№е╨╝п│qдндA┴╩в╧,0.021,SEHK,HKD,20000
17913,BIBOCHK@EC1511A,дд╗╚дд╗╚дне╥┴╩в╧,0.061,SEHK,HKD,5000
17916,CSCNOOC@EC1512C,о№кo╖члHдндA┴╩в╤,0.028,SEHK,HKD,10000
17924,MB-KECL@EC1709A,й°пр│┴╗╚дCдE┴╩в╧,0.06,SEHK,HKD,20000
17927,UB-CRCC@EC1706A,┼Kл╪╖ч╗╚дCд╗┴╩в╧,0.385,SEHK,HKD,5000
17929,UBBOCOM@EC1509A,ец╗╚╖ч╗╚дндE┴╩в╧,0.02,SEHK,HKD,1000
17930,UB-GOME@EC1605A,░ъм№╖ч╗╚д╗дн┴╩в╧,0.209,SEHK,HKD,1000
17931,UBALUCO@EC1512A,дд╛T╖ч╗╚дндA┴╩в╧,0.065,SEHK,HKD,2000
17936,BP-FIH @EC1510A,┤I▒dкkд┌дндQ┴╩в╧,0.01,SEHK,HKD,1000
17941,GSCLIFE@EP1509A,дд╣╪░к▓▒дндEкfв╧,0.185,SEHK,HKD,10000
17943,GSAMCS3@EC1511A,оLдT░к▓▒дне╥┴╩в╧,0.31,SEHK,HKD,2000
17947,CS-CKH @EC1606A,к°йM╖члHд╗д╗┴╩в╧,0.335,SEHK,HKD,5000
17953,JP-BRIC@EC1510A,╡╪▒с╝п│qдндQ┴╩в╧,0.01,SEHK,HKD,2000
17963,BI-HKEX@EC1510B,┤фецдд╗╚дндQ┴╩в╨,0.201,SEHK,HKD,10000
17964,BICNOOC@EC1612A,о№кoдд╗╚д╗дA┴╩в╧,0.028,SEHK,HKD,10000
17971,GS-BOCL@EC1509A,дджц░к▓▒дндE┴╩в╧,0.024,SEHK,HKD,1000
17972,GS-HTSE@EC1512A,о№│q░к▓▒дндA┴╩в╧,0.019,SEHK,HKD,4000
17975,JPFTA50@EP1510A,в╧дд╝п│qдндQкfв╧,0.179,SEHK,HKD,1000
17976,MB-COSL@EC1510A,о№е╨│┴╗╚дндQ┴╩в╧,0.029,SEHK,HKD,20000
17978,MB-HTSE@EC1510A,о№│q│┴╗╚дндQ┴╩в╧,0.01,SEHK,HKD,4000
17980,SGCSA50@EP1610A,лnддкk┐│д╗дQкfв╧,0.222,SEHK,HKD,2000
17981,BPFTA50@EC1510A,в╧ддкkд┌дндQ┴╩в╧,0.025,SEHK,HKD,100
17987,SCPETCH@EC1510A,ддкo┤эе┤дндQ┴╩в╧,0.013,SEHK,HKD,2000
17990,DCCSA50@EP1512A,лnдддjйMдндAкfв╧,0.27,SEHK,HKD,2000
17995,CSCSA50@EC1809A,лnдд╖члHдKдE┴╩в╧,0.24,SEHK,HKD,2000
17998,CSCSA50@EP1609A,лnдд╖члHд╗дEкfв╧,0.214,SEHK,HKD,2000
18001,UB-HSI @EC1512B,∙┌л№╖ч╗╚дндA┴╩в╨,0.021,SEHK,HKD,10000
18002,UBZIJIN@EC1512A,╡╡кў╖ч╗╚дндA┴╩в╧,0.083,SEHK,HKD,2000
18003,UB-CGHL@EC1512A,дд┐U╖ч╗╚дндA┴╩в╧,0.02,SEHK,HKD,20000
18010,UB-ICBC@EC1606A,дuжц╖ч╗╚д╗д╗┴╩в╧,0.098,SEHK,HKD,1000
18020,JPAMCS3@EC1509A,оLдT╝п│qдндE┴╩в╧,0.01,SEHK,HKD,2000
18021,JP-CGS @EC1611A,╗╚╡¤╝п│qд╗е╥┴╩в╧,0.097,SEHK,HKD,5000
18022,HS-HSI @EP1509A,∙┌л№╢╫┬╫дндEкfв╧,0.011,SEHK,HKD,10000
18027,CS-BOCL@EC1509B,дджц╖члHдндE┴╩в╨,0.01,SEHK,HKD,1000
18028,CS-ICBC@EC1509A,дuжц╖члHдндE┴╩в╧,0.01,SEHK,HKD,1000
18032,BIPINAN@EC1512A,енжwдд╗╚дндA┴╩в╧,0.136,SEHK,HKD,50000
18033,SCFTA50@EC1512B,в╧дд┤эе┤дндA┴╩в╨,0.105,SEHK,HKD,1000
18034,GSAMCS3@EC1512A,оLдT░к▓▒дндA┴╩в╧,0.19,SEHK,HKD,2000
18036,GSCLIFE@EC1512A,дд╣╪░к▓▒дндA┴╩в╧,0.058,SEHK,HKD,10000
18038,GSCITSE@EC1509A,дд╡¤░к▓▒дндE┴╩в╧,0.01,SEHK,HKD,5000
18043,SG-CCB @EC1509A,л╪жцкk┐│дндE┴╩в╧,0.015,SEHK,HKD,1000
18049,DCCSA50@EC1512B,лnдддjйMдндA┴╩в╨,0.064,SEHK,HKD,2000
18051,HS-CCB @EC1508A,л╪жц╢╫┬╫дндK┴╩в╧,0.037,SEHK,HKD,1000
18053,HS-BOCL@EC1508B,дджц╢╫┬╫дндK┴╩в╨,0.075,SEHK,HKD,1000
18057,HS-CGS @EC1607A,╗╚╡¤╢╫┬╫д╗дC┴╩в╧,0.039,SEHK,HKD,5000
18059,SG-AGBK@EC1512A,╣Aжцкk┐│дндA┴╩в╧,0.014,SEHK,HKD,1000
18060,SGCLIFE@EC1510B,дд╣╪кk┐│дндQ┴╩в╨,0.026,SEHK,HKD,10000
18061,SGCLIFE@EC1603A,дд╣╪кk┐│д╗дT┴╩в╧,0.099,SEHK,HKD,10000
18062,SGCLIFE@EP1510C,дд╣╪кk┐│дндQкfв╤,0.111,SEHK,HKD,10000
18063,SGCITSE@EC1509A,дд╡¤кk┐│дндE┴╩в╧,0.01,SEHK,HKD,5000
18064,UB-AGBK@EC1512A,╣Aжц╖ч╗╚дндA┴╩в╧,0.096,SEHK,HKD,1000
18065,JPPRADA@EC1509A,┤╢╣F╝п│qдндE┴╩в╧,0.016,SEHK,HKD,10000
18066,UB-KECL@EC1612A,й°пр╖ч╗╚д╗дA┴╩в╧,0.031,SEHK,HKD,20000
18071,BP-BOCL@EC1602A,дджцкkд┌д╗дG┴╩в╧,0.045,SEHK,HKD,1000
18072,BP-GCL @EC1510A,лOиєкkд┌дндQ┴╩в╧,0.015,SEHK,HKD,1000
18073,BP-KECL@EC1709A,й°пркkд┌дCдE┴╩в╧,0.033,SEHK,HKD,20000
18083,JP-CPIC@EC1509A,мvлO╝п│qдндE┴╩в╧,0.021,SEHK,HKD,2000
18087,SC-ICBC@EC1601A,дuжц┤эе┤д╗д@┴╩в╧,0.044,SEHK,HKD,1000
18088,SC-CCB @EC1508A,л╪жц┤эе┤дндK┴╩в╧,0.013,SEHK,HKD,1000
18096,BIFTA50@EC1512A,в╧дддд╗╚дндA┴╩в╧,0.076,SEHK,HKD,1000
18097,BIAMCS3@EC1510A,оLдTдд╗╚дндQ┴╩в╧,0.136,SEHK,HKD,2000
18098,BICSA50@EC1512A,лnдддд╗╚дндA┴╩в╧,0.078,SEHK,HKD,2000
18100,SG-KECL@EC1709A,й°пркk┐│дCдE┴╩в╧,0.05,SEHK,HKD,20000
18101,EA-CMB @EC1605A,й█жцкFи╚д╗дн┴╩в╧,0.265,SEHK,HKD,5000
18102,EACLIFE@EC1509A,дд╣╪кFи╚дндE┴╩в╧,0.022,SEHK,HKD,10000
18103,SC-BOCL@EC1510A,дджц┤эе┤дндQ┴╩в╧,0.025,SEHK,HKD,1000
18105,HS-KECL@EC1612A,й°пр╢╫┬╫д╗дA┴╩в╧,0.025,SEHK,HKD,20000
18109,BPCLIFE@EP1608A,дд╣╪кkд┌д╗дKкfв╧,0.227,SEHK,HKD,10000
18110,BPCLIFE@EC1609A,дд╣╪кkд┌д╗дE┴╩в╧,0.106,SEHK,HKD,10000
18115,HSCSA50@EC1511A,лnдд╢╫┬╫дне╥┴╩в╧,0.071,SEHK,HKD,2000
18116,HSAMCS3@EC1508B,оLдT╢╫┬╫дндK┴╩в╨,0.99,SEHK,HKD,2000
18118,CS-CEVB@EC1508A,е·дj╖члHдндK┴╩в╧,0.01,SEHK,HKD,20000
18126,CSJIANC@EC1604A,ж┐╗╔╖члHд╗е|┴╩в╧,0.017,SEHK,HKD,1000
18130,SGAMCS3@EC1509B,оLдTкk┐│дндE┴╩в╨,0.014,SEHK,HKD,2000
18134,SC-CGS @EC1610A,╗╚╡¤┤эе┤д╗дQ┴╩в╧,0.051,SEHK,HKD,5000
18135,UBCLIFE@EC1509B,дд╣╪╖ч╗╚дндE┴╩в╨,0.01,SEHK,HKD,10000
18137,UB-BOCL@EC1601A,дджц╖ч╗╚д╗д@┴╩в╧,0.034,SEHK,HKD,1000
18138,UB-CGS @EC1605A,╗╚╡¤╖ч╗╚д╗дн┴╩в╧,0.031,SEHK,HKD,5000
18140,GSFTA50@EC1612B,в╧дд░к▓▒д╗дA┴╩в╨,0.116,SEHK,HKD,1000
18142,GSCSA50@EC1612A,лnдд░к▓▒д╗дA┴╩в╧,0.125,SEHK,HKD,2000
18151,JP-AGBK@EC1512A,╣Aжц╝п│qдндA┴╩в╧,0.016,SEHK,HKD,1000
18153,JP-CGS @EC1608A,╗╚╡¤╝п│qд╗дK┴╩в╧,0.041,SEHK,HKD,5000
18163,BIHSCEI@EC1511A,дде°дд╗╚дне╥┴╩в╧,0.026,SEHK,HKD,10000
18165,NMGEELY@EC1509A,жNзQ│ез°дндE┴╩в╧,0.205,SEHK,HKD,5000
18176,HS-ICBC@EC1508A,дuжц╢╫┬╫дндK┴╩в╧,0.013,SEHK,HKD,1000
18184,SG-CCB @EC1601A,л╪жцкk┐│д╗д@┴╩в╧,0.022,SEHK,HKD,1000
18185,SG-ICBC@EC1509A,дuжцкk┐│дндE┴╩в╧,0.01,SEHK,HKD,1000
18187,UBCSA50@EP1605A,лnдд╖ч╗╚д╗днкfв╧,0.3,SEHK,HKD,2000
18189,UB-HTSE@EC1509A,о№│q╖ч╗╚дндE┴╩в╧,0.01,SEHK,HKD,4000
18190,SC-CCB @EC1509A,л╪жц┤эе┤дндE┴╩в╧,0.01,SEHK,HKD,1000
18191,SC-KECL@EC1612A,й°пр┤эе┤д╗дA┴╩в╧,0.032,SEHK,HKD,20000
18193,SC-AGBK@EC1511A,╣Aжц┤эе┤дне╥┴╩в╧,0.012,SEHK,HKD,1000
18196,SG-HSBC@EC1509B,╢╫┬╫кk┐│дндE┴╩в╨,0.01,SEHK,HKD,4000
18205,CS-BOCL@EC1508B,дджц╖члHдндK┴╩в╨,0.016,SEHK,HKD,1000
18209,CS-AGBK@EC1508B,╣Aжц╖члHдндK┴╩в╨,0.01,SEHK,HKD,1000
18217,GS-BOCL@EC1510A,дджц░к▓▒дндQ┴╩в╧,0.024,SEHK,HKD,1000
18225,EA-CMBC@EC1612A,е┴жцкFи╚д╗дA┴╩в╧,0.106,SEHK,HKD,5000
18226,EAFTA50@EC1611A,в╧ддкFи╚д╗е╥┴╩в╧,0.096,SEHK,HKD,1000
18227,SC-HTSE@EC1508B,о№│q┤эе┤дндK┴╩в╨,0.01,SEHK,HKD,4000
18228,DCFTA50@EC1512A,в╧дддjйMдндA┴╩в╧,0.065,SEHK,HKD,1000
18232,DC-BOCL@EC1509A,дджцдjйMдндE┴╩в╧,0.01,SEHK,HKD,1000
18235,SCFTA50@EP1608B,в╧дд┤эе┤д╗дKкfв╨,0.162,SEHK,HKD,1000
18237,DCCNOOC@EP1512A,о№кoдjйMдндAкfв╧,0.35,SEHK,HKD,10000
18243,MB-BOCL@EC1601A,дджц│┴╗╚д╗д@┴╩в╧,0.024,SEHK,HKD,1000
18246,MB-PICC@EC1605A,дд└I│┴╗╚д╗дн┴╩в╧,0.19,SEHK,HKD,20000
18248,SGPINAN@EC1611A,енжwкk┐│д╗е╥┴╩в╧,0.091,SEHK,HKD,5000
18250,SG-CMB @EC1612A,й█жцкk┐│д╗дA┴╩в╧,0.189,SEHK,HKD,5000
18251,SGCLIFE@EC1512B,дд╣╪кk┐│дндA┴╩в╨,0.032,SEHK,HKD,10000
18255,SG-BOCL@EC1509A,дджцкk┐│дндE┴╩в╧,0.01,SEHK,HKD,1000
18258,GS-AIA @EC1512A,д═и╣░к▓▒дндA┴╩в╧,0.047,SEHK,HKD,2000
18264,UBAMCS3@EC1510A,оLдT╖ч╗╚дндQ┴╩в╧,0.023,SEHK,HKD,2000
18266,UBCITSE@EC1509A,дд╡¤╖ч╗╚дндE┴╩в╧,0.017,SEHK,HKD,5000
18270,UBPINAN@EC1610A,енжw╖ч╗╚д╗дQ┴╩в╧,0.092,SEHK,HKD,5000
18271,SCPINAN@EC1610A,енжw┤эе┤д╗дQ┴╩в╧,0.094,SEHK,HKD,5000
18277,JP-HTSE@EC1509A,о№│q╝п│qдндE┴╩в╧,0.01,SEHK,HKD,4000
18278,JP-AGBK@EC1509A,╣Aжц╝п│qдндE┴╩в╧,0.01,SEHK,HKD,1000
18283,JP-CMB @EC1608A,й█жц╝п│qд╗дK┴╩в╧,0.228,SEHK,HKD,5000
18287,EA-CGS @EC1512B,╗╚╡¤кFи╚дндA┴╩в╨,0.029,SEHK,HKD,5000
18289,GSCSA50@EC1612B,лnдд░к▓▒д╗дA┴╩в╨,0.091,SEHK,HKD,2000
18290,GSCSA50@EP1612C,лnдд░к▓▒д╗дAкfв╤,0.355,SEHK,HKD,2000
18292,GSFTA50@EP1612C,в╧дд░к▓▒д╗дAкfв╤,0.4,SEHK,HKD,1000
18293,GSAMCS3@EC1508A,оLдT░к▓▒дндK┴╩в╧,0.012,SEHK,HKD,2000
18295,GSFTA50@EC1612D,в╧дд░к▓▒д╗дA┴╩в╥,0.081,SEHK,HKD,1000
18296,BIPINAN@EC1611A,енжwдд╗╚д╗е╥┴╩в╧,0.105,SEHK,HKD,5000
18299,BICLIFE@EC1512A,дд╣╪дд╗╚дндA┴╩в╧,0.041,SEHK,HKD,10000
18300,BI-CCB @EC1508A,л╪жцдд╗╚дндK┴╩в╧,0.01,SEHK,HKD,1000
18301,BI-ICBC@EC1601A,дuжцдд╗╚д╗д@┴╩в╧,0.06,SEHK,HKD,1000
18302,BI-CMB @EC1609A,й█жцдд╗╚д╗дE┴╩в╧,0.3,SEHK,HKD,5000
18303,BI-BOCL@EC1509A,дджцдд╗╚дндE┴╩в╧,0.024,SEHK,HKD,1000
18304,BI-KECL@EC1612A,й°прдд╗╚д╗дA┴╩в╧,0.04,SEHK,HKD,20000
18305,MB-SYSL@EC1510A,┐│╢з│┴╗╚дндQ┴╩в╧,0.01,SEHK,HKD,10000
18306,HS-BOCL@EC1508C,дджц╢╫┬╫дндK┴╩в╤,0.018,SEHK,HKD,1000
18308,HSCNOOC@EC1602A,о№кo╢╫┬╫д╗дG┴╩в╧,0.023,SEHK,HKD,10000
18309,JPPINAN@EC1611A,енжw╝п│qд╗е╥┴╩в╧,0.096,SEHK,HKD,5000
18315,SG-HKEX@EC1603A,┤фецкk┐│д╗дT┴╩в╧,0.062,SEHK,HKD,10000
18318,SCHSCEI@EC1509A,дде°┤эе┤дндE┴╩в╧,0.01,SEHK,HKD,10000
18319,SC-ICBC@EC1509B,дuжц┤эе┤дндE┴╩в╨,0.017,SEHK,HKD,1000
18320,SCJIANC@EC1604A,ж┐╗╔┤эе┤д╗е|┴╩в╧,0.05,SEHK,HKD,1000
18321,SC-HKEX@EC1511D,┤фец┤эе┤дне╥┴╩в╥,0.083,SEHK,HKD,10000
18322,MBFOSUN@EC1610A,┤_мP│┴╗╚д╗дQ┴╩в╧,0.72,SEHK,HKD,5000
18326,UBCNOOC@EC1512A,о№кo╖ч╗╚дндA┴╩в╧,0.031,SEHK,HKD,10000
18329,BP-CMB @EC1612B,й█жцкkд┌д╗дA┴╩в╨,0.215,SEHK,HKD,5000
18331,BPHSCEI@EC1512A,дде°кkд┌дндA┴╩в╧,0.021,SEHK,HKD,10000
18333,CSTENCT@EC1606A,─╦░T╖члHд╗д╗┴╩в╧,0.228,SEHK,HKD,10000
18338,CS-PICC@EC1512A,дд└I╖члHдндA┴╩в╧,0.075,SEHK,HKD,2000
18350,SC-HKEX@EP1508B,┤фец┤эе┤дндKкfв╨,0.067,SEHK,HKD,10000
18352,SCCSA50@EC1701A,лnдд┤эе┤дCд@┴╩в╧,0.096,SEHK,HKD,2000
18353,SCCSA50@EP1703A,лnдд┤эе┤дCдTкfв╧,0.395,SEHK,HKD,2000
18354,SCFTA50@EC1703A,в╧дд┤эе┤дCдT┴╩в╧,0.099,SEHK,HKD,1000
18355,BI-HKEX@EC1606A,┤фецдд╗╚д╗д╗┴╩в╧,0.255,SEHK,HKD,10000
18356,BITENCT@EC1512B,─╦░Tдд╗╚дндA┴╩в╨,0.146,SEHK,HKD,10000
18358,BICNOOC@EC1602A,о№кoдд╗╚д╗дG┴╩в╧,0.016,SEHK,HKD,10000
18360,HS-HTSE@EC1508B,о№│q╢╫┬╫дндK┴╩в╨,0.01,SEHK,HKD,4000
18362,HSCITSE@EC1508A,дд╡¤╢╫┬╫дндK┴╩в╧,0.01,SEHK,HKD,5000
18366,SCTENCT@EC1509C,─╦░T┤эе┤дндE┴╩в╤,0.183,SEHK,HKD,10000
18368,UBCSA50@EC1606A,лnдд╖ч╗╚д╗д╗┴╩в╧,0.076,SEHK,HKD,2000
18372,DCCSA50@EC1512C,лnдддjйMдндA┴╩в╤,0.042,SEHK,HKD,2000
18373,DCFTA50@EC1512B,в╧дддjйMдндA┴╩в╨,0.031,SEHK,HKD,1000
18375,JP-WYNN@EC1510A,е├зQ╝п│qдндQ┴╩в╧,0.016,SEHK,HKD,4000
18378,JP-SJM @EC1611A,┐D│╒╝п│qд╗е╥┴╩в╧,0.028,SEHK,HKD,10000
18380,SGTENCT@EC1509B,─╦░Tкk┐│дндE┴╩в╨,0.217,SEHK,HKD,10000
18381,HSTENCT@EC1606A,─╦░T╢╫┬╫д╗д╗┴╩в╧,0.224,SEHK,HKD,10000
18388,SGCNOOC@EC1601B,о№кoкk┐│д╗д@┴╩в╨,0.032,SEHK,HKD,10000
18401,MB-HTFP@EC1509A,║~пр│┴╗╚дндE┴╩в╧,3.55,SEHK,HKD,2000
18406,CSCSA50@EC1511A,лnдд╖члHдне╥┴╩в╧,0.052,SEHK,HKD,2000
18408,CSCNOOC@EC1602A,о№кo╖члHд╗дG┴╩в╧,0.016,SEHK,HKD,10000
18411,DCTENCT@EP1512A,─╦░TдjйMдндAкfв╧,0.072,SEHK,HKD,10000
18416,SC-AGBK@EC1512A,╣Aжц┤эе┤дндA┴╩в╧,0.023,SEHK,HKD,1000
18418,MB-CCHC@EC1512A,╗╖мv│┴╗╚дндA┴╩в╧,0.395,SEHK,HKD,500
18419,MBCCCCL@EC1510A,ддец│┴╗╚дндQ┴╩в╧,0.015,SEHK,HKD,1000
18420,MBAIRCN@EC1510A,░ъпш│┴╗╚дндQ┴╩в╧,0.02,SEHK,HKD,2000
18422,BPTENCT@EC1607A,─╦░Tкkд┌д╗дC┴╩в╧,0.231,SEHK,HKD,10000
18423,BPTENCT@EP1612A,─╦░Tкkд┌д╗дAкfв╧,0.11,SEHK,HKD,1000
18424,BPCNOOC@EC1603A,о№кoкkд┌д╗дT┴╩в╧,0.024,SEHK,HKD,10000
18425,BPFTA50@EC1611A,в╧ддкkд┌д╗е╥┴╩в╧,0.068,SEHK,HKD,100
18427,BPCSA50@EC1608B,лnддкkд┌д╗дK┴╩в╨,0.06,SEHK,HKD,200
18428,CSPINAN@EC1610A,енжw╖члHд╗дQ┴╩в╧,0.1,SEHK,HKD,5000
18431,GS-COSL@EC1512A,о№е╨░к▓▒дндA┴╩в╧,0.012,SEHK,HKD,20000
18432,GSCPAIR@EC1512A,░ъої░к▓▒дндA┴╩в╧,0.011,SEHK,HKD,10000
18433,GSTENCT@EC1508A,─╦░T░к▓▒дндK┴╩в╧,0.241,SEHK,HKD,10000
18439,GSVANKE@EC1508A,╕Uмь░к▓▒дндK┴╩в╧,0.02,SEHK,HKD,1000
18441,HSCNOOC@EC1512A,о№кo╢╫┬╫дндA┴╩в╧,0.031,SEHK,HKD,10000
18445,HSCSHEN@EC1509B,пл╡╪╢╫┬╫дндE┴╩в╨,0.01,SEHK,HKD,5000
18447,HS-DFMG@EC1611A,кFн╖╢╫┬╫д╗е╥┴╩в╧,0.024,SEHK,HKD,20000
18448,BI-HSBC@EC1509A,╢╫┬╫дд╗╚дндE┴╩в╧,0.01,SEHK,HKD,4000
18451,BI-GCL @EC1510A,лOиєдд╗╚дндQ┴╩в╧,0.012,SEHK,HKD,1000
18454,GSCNOOC@EC1512A,о№кo░к▓▒дндA┴╩в╧,0.031,SEHK,HKD,10000
18457,SCXINYI@EC1510A,лH╕q┤эе┤дндQ┴╩в╧,0.03,SEHK,HKD,2000
18458,SC-SJM @EC1604A,┐D│╒┤эе┤д╗е|┴╩в╧,0.052,SEHK,HKD,10000
18460,HSFTA50@EC1603B,в╧дд╢╫┬╫д╗дT┴╩в╨,0.041,SEHK,HKD,1000
18461,HSCSA50@EC1603A,лnдд╢╫┬╫д╗дT┴╩в╧,0.078,SEHK,HKD,2000
